facet,facet_value,year,value,confidence95_lower,confidence95_upper
Haushaltstyp,1 Personen HH unter 35 Jahre,2004,0.3417254,0.3032776,0.3801732
Haushaltstyp,1 Personen HH unter 35 Jahre,2005,0.3589993,0.3057751,0.4122235
Haushaltstyp,1 Personen HH unter 35 Jahre,2006,0.370861,0.3106635,0.4310586
Haushaltstyp,1 Personen HH unter 35 Jahre,2007,0.4001968,0.3544955,0.4458981
Haushaltstyp,1 Personen HH unter 35 Jahre,2008,0.3843836,0.3385095,0.4302577
Haushaltstyp,1 Personen HH unter 35 Jahre,2009,0.3984823,0.343511,0.4534535
Haushaltstyp,1 Personen HH unter 35 Jahre,2010,0.4002901,0.3276613,0.4729189
Haushaltstyp,1 Personen HH unter 35 Jahre,2011,0.3642596,0.3196268,0.4088924
Haushaltstyp,1 Personen HH unter 35 Jahre,2012,0.3824064,0.3327854,0.4320275
Haushaltstyp,1 Personen HH unter 35 Jahre,2013,0.4373996,0.3954555,0.4793438
Haushaltstyp,1 Personen HH 35-59 Jahre,1991,0.1183845,0.0987983,0.1379706
Haushaltstyp,1 Personen HH 35-59 Jahre,1992,0.1235138,0.0926832,0.1543444
Haushaltstyp,1 Personen HH 35-59 Jahre,1993,0.1040675,0.056069,0.152066
Haushaltstyp,1 Personen HH 35-59 Jahre,1994,0.1451196,0.0954561,0.1947831
Haushaltstyp,1 Personen HH 35-59 Jahre.,1995,0.1438635,0.0896176,0.1981093
Haushaltstyp,1 Personen HH 35-59 Jahre,1996,0.1227903,0.080947,0.1646336
Haushaltstyp,1 Personen HH 35-59 Jahre,1997,0.1417857,0.1048392,0.1787322
Haushaltstyp,1 Personen HH 35-59 Jahre,1998,0.1187106,0.0809094,0.1565118
Haushaltstyp,1 Personen HH 35-59 Jahre,1999,0.1129285,0.0920598,0.1337972
Haushaltstyp,1 Personen HH 35-59 Jahre,2000,0.1347062,0.1110977,0.1583147
Haushaltstyp,1 Personen HH 35-59 Jahre,2001,0.1507827,0.1363741,0.1651913
Haushaltstyp,1 Personen HH 35-59 Jahre,2002,0.1679199,0.1425683,0.1932714
Haushaltstyp,1 Personen HH 35-59 Jahre,2003,0.1860741,0.1675294,0.2046187
Haushaltstyp,1 Personen HH 35-59 Jahre,2004,0.1755847,0.1403059,0.2108635
Haushaltstyp,1 Personen HH 35-59 Jahre,2005,0.1872472,0.1444333,0.2300611
Haushaltstyp,1 Personen HH 35-59 Jahre,2006,0.1873166,0.1558204,0.2188128
Haushaltstyp,1 Personen HH 35-59 Jahre,2007,0.1939164,0.1655623,0.2222705
Haushaltstyp,1 Personen HH 35-59 Jahre,2008,0.1929949,0.1585844,0.2274053
Haushaltstyp,1 Personen HH 35-59 Jahre,2009,0.2038836,0.1760397,0.2317275
Haushaltstyp,1 Personen HH 35-59 Jahre,2010,0.204412,0.1660913,0.2427328
Haushaltstyp,1 Personen HH 35-59 Jahre,2011,0.2091663,0.1767876,0.2415451
Haushaltstyp,1 Personen HH 35-59 Jahre,2012,0.2043677,0.1769827,0.2317527
Haushaltstyp,1 Personen HH 35-59 Jahre,2013,0.1936477,0.1691909,0.2181045
Haushaltstyp,1 Personen HH 60 Jahre und älter,1991,0.3133725,0.2823361,0.3444088
Haushaltstyp,1 Personen HH 60 Jahre und älter,1992,0.2713017,0.2493482,0.2932552
Haushaltstyp,1 Personen HH 60 Jahre und älter,1993,0.2564269,0.2212393,0.2916145
Haushaltstyp,1 Personen HH 60 Jahre und älter,1994,0.2188636,0.186505,0.2512222
Haushaltstyp,1 Personen HH 60 Jahre und älter,1995,0.1978924,0.1648296,0.2309552
Haushaltstyp,1 Personen HH 60 Jahre und älter,1996,0.1984267,0.1693108,0.2275425
Haushaltstyp,1 Personen HH 60 Jahre und älter,1997,0.1901242,0.1498751,0.2303733
Haushaltstyp,1 Personen HH 60 Jahre und älter,1998,0.1850983,0.149183,0.2210136
Haushaltstyp,1 Personen HH 60 Jahre und älter,1999,0.2090139,0.1883929,0.2296348
Haushaltstyp,1 Personen HH 60 Jahre und älter,2000,0.20142,0.183101,0.219739
Haushaltstyp,1 Personen HH 60 Jahre und älter,2001,0.2005696,0.1799406,0.2211987
Haushaltstyp,1 Personen HH 60 Jahre und älter,2002,0.20693,0.1799595,0.2339004
Haushaltstyp,1 Personen HH 60 Jahre und älter,2003,0.1977698,0.1722444,0.2232952
Haushaltstyp,1 Personen HH 60 Jahre und älter,2004,0.1816199,0.1566136,0.2066262
Haushaltstyp,1 Personen HH 60 Jahre und älter,2005,0.1833598,0.163252,0.2034676
Haushaltstyp,1 Personen HH 60 Jahre und älter,2006,0.1736894,0.1576087,0.1897701
Haushaltstyp,1 Personen HH 60 Jahre und älter,2007,0.1906458,0.1632525,0.218039
Haushaltstyp,1 Personen HH 60 Jahre und älter,2008,0.226513,0.2129534,0.2400725
Haushaltstyp,1 Personen HH 60 Jahre und älter,2009,0.2262117,0.2128723,0.2395512
Haushaltstyp,1 Personen HH 60 Jahre und älter,2010,0.2168836,0.1968099,0.2369573
Haushaltstyp,1 Personen HH 60 Jahre und älter,2011,0.2145634,0.2011087,0.2280181
Haushaltstyp,1 Personen HH 60 Jahre und älter,2012,0.2099676,0.1940554,0.2258799
Haushaltstyp,1 Personen HH 60 Jahre und älter,2013,0.2038444,0.1811615,0.2265273
Haushaltstyp,Paar ohne Kinder,1991,0.081276,0.0719334,0.0906185
Haushaltstyp,Paar ohne Kinder,1992,0.0841525,0.0700234,0.0982816
Haushaltstyp,Paar ohne Kinder,1993,0.0749958,0.0632804,0.0867114
Haushaltstyp,Paar ohne Kinder,1994,0.0608756,0.0526372,0.0691139
Haushaltstyp,Paar ohne Kinder,1995,0.0675098,0.0542781,0.0807415
Haushaltstyp,Paar ohne Kinder,1996,0.0576102,0.0502257,0.0649946
Haushaltstyp,Paar ohne Kinder,1997,0.0503613,0.0407611,0.0599616
Haushaltstyp,Paar ohne Kinder,1998,0.0438251,0.0353088,0.0523414
Haushaltstyp,Paar ohne Kinder,1999,0.0556448,0.0408766,0.0704131
Haushaltstyp,Paar ohne Kinder,2000,0.070427,0.0597111,0.0811429
Haushaltstyp,Paar ohne Kinder,2001,0.0747028,0.0621882,0.0872173
Haushaltstyp,Paar ohne Kinder,2002,0.0777531,0.0653979,0.0901083
Haushaltstyp,Paar ohne Kinder,2003,0.078063,0.0681842,0.0879418
Haushaltstyp,Paar ohne Kinder,2004,0.0757388,0.0582823,0.0931953
Haushaltstyp,Paar ohne Kinder,2005,0.0787639,0.0663212,0.0912066
Haushaltstyp,Paar ohne Kinder,2006,0.0819669,0.0732976,0.0906362
Haushaltstyp,Paar ohne Kinder,2007,0.0898102,0.073177,0.1064435
Haushaltstyp,Paar ohne Kinder,2008,0.0886632,0.0779819,0.0993445
Haushaltstyp,Paar ohne Kinder,2009,0.0926346,0.0807302,0.104539
Haushaltstyp,Paar ohne Kinder,2010,0.079554,0.0638861,0.0952219
Haushaltstyp,Paar ohne Kinder,2011,0.0799856,0.0668963,0.093075
Haushaltstyp,Paar ohne Kinder,2012,0.0863189,0.0755536,0.0970842
Haushaltstyp,Paar ohne Kinder,2013,0.0862571,0.0721898,0.1003243
Haushaltstyp,Alleinerziehend 1 Kind,1991,0.229385,0.1933728,0.2653971
Haushaltstyp,Alleinerziehend 1 Kind,1992,0.2330371,0.2079944,0.2580798
Haushaltstyp,Alleinerziehend 1 Kind,1993,0.188878,0.145234,0.2325221
Haushaltstyp,Alleinerziehend 1 Kind,1994,0.2483648,0.1662394,0.3304902
Haushaltstyp,Alleinerziehend 1 Kind,1995,0.2752222,0.2085042,0.3419403
Haushaltstyp,Alleinerziehend 1 Kind,1996,0.2922958,0.2425335,0.3420581
Haushaltstyp,Alleinerziehend 1 Kind,1997,0.2116155,0.1435878,0.2796433
Haushaltstyp,Alleinerziehend 1 Kind,1998,0.2794084,0.2207656,0.3380512
Haushaltstyp,Alleinerziehend 1 Kind,1999,0.2977782,0.2415538,0.3540026
Haushaltstyp,Alleinerziehend 1 Kind,2000,0.2654206,0.2100862,0.3207551
Haushaltstyp,Alleinerziehend 1 Kind,2001,0.2673867,0.2286398,0.3061336
Haushaltstyp,Alleinerziehend 1 Kind,2002,0.3009972,0.254196,0.3477985
Haushaltstyp,Alleinerziehend 1 Kind,2003,0.2885144,0.2405945,0.3364343
Haushaltstyp,Alleinerziehend 1 Kind,2004,0.3029333,0.2396414,0.3662252
Haushaltstyp,Alleinerziehend 1 Kind,2005,0.2908513,0.23325,0.348452
Haushaltstyp,Alleinerziehend 1 Kind,2006,0.3191442,0.2663331,0.3719553
Haushaltstyp,Alleinerziehend 1 Kind,2007,0.3129498,0.2553549,0.3705446
Haushaltstyp,Alleinerziehend 1 Kind,2008,0.3202703,0.2546477,0.3858929
Haushaltstyp,Alleinerziehend 1 Kind,2009,0.3601995,0.2928106,0.4275884
Haushaltstyp,Alleinerziehend 1 Kind,2010,0.2926759,0.2574545,0.3278972
Haushaltstyp,Alleinerziehend 1 Kind,2011,0.2910666,0.2541059,0.3280272
Haushaltstyp,Alleinerziehend 1 Kind,2012,0.2949085,0.237602,0.352215
Haushaltstyp,Alleinerziehend 1 Kind,2013,0.3168791,0.2740881,0.35967
Haushaltstyp,Alleinerziehend 2+ Kinder,1991,0.3683023,0.241009,0.4955956
Haushaltstyp,Alleinerziehend 2+ Kinder,1992,0.4194782,0.302305,0.5366515
Haushaltstyp,Alleinerziehend 2+ Kinder,1993,0.3256028,0.2000427,0.4511629
Haushaltstyp,Alleinerziehend 2+ Kinder,1994,0.4241435,0.3003825,0.5479045
Haushaltstyp,Alleinerziehend 2+ Kinder,1995,0.3844718,0.2793136,0.48963
Haushaltstyp,Alleinerziehend 2+ Kinder,1996,0.3849988,0.2795611,0.4904365
Haushaltstyp,Alleinerziehend 2+ Kinder,1997,0.3913999,0.3162083,0.4665915
Haushaltstyp,Alleinerziehend 2+ Kinder,1998,0.453329,0.3732848,0.5333731
Haushaltstyp,Alleinerziehend 2+ Kinder,1999,0.4068369,0.3321975,0.4814765
Haushaltstyp,Alleinerziehend 2+ Kinder,2000,0.4441562,0.3866098,0.5017027
Haushaltstyp,Alleinerziehend 2+ Kinder,2001,0.4696371,0.4071172,0.532157
Haushaltstyp,Alleinerziehend 2+ Kinder,2002,0.4754271,0.4052638,0.5455904
Haushaltstyp,Alleinerziehend 2+ Kinder,2003,0.4363747,0.345165,0.5275844
Haushaltstyp,Alleinerziehend 2+ Kinder,2004,0.4669147,0.3544877,0.5793417
Haushaltstyp,Alleinerziehend 2+ Kinder,2005,0.445711,0.3479314,0.5434907
Haushaltstyp,Alleinerziehend 2+ Kinder,2006,0.4285171,0.3541712,0.5028631
Haushaltstyp,Alleinerziehend 2+ Kinder,2007,0.4130774,0.3086943,0.5174604
Haushaltstyp,Alleinerziehend 2+ Kinder,2008,0.4583466,0.3518714,0.5648218
Haushaltstyp,Alleinerziehend 2+ Kinder,2009,0.4786158,0.3856539,0.5715777
Haushaltstyp,Alleinerziehend 2+ Kinder,2010,0.4127183,0.3581893,0.4672472
Haushaltstyp,Alleinerziehend 2+ Kinder,2011,0.3705162,0.3120926,0.4289398
Haushaltstyp,Alleinerziehend 2+ Kinder,2012,0.4131851,0.3651285,0.4612416
Haushaltstyp,Alleinerziehend 2+ Kinder,2013,0.4382513,0.4183899,0.4581128
Haushaltstyp,Paar 1 Kind,1991,0.058932,0.0461221,0.0717418
Haushaltstyp,Paar 1 Kind,1992,0.0530674,0.040642,0.0654929
Haushaltstyp,Paar 1 Kind,1993,0.0654689,0.0454919,0.085446
Haushaltstyp,Paar 1 Kind,1994,0.0727145,0.047042,0.098387
Haushaltstyp,Paar 1 Kind,1995,0.0763417,0.0681149,0.0845684
Haushaltstyp,Paar 1 Kind,1996,0.0593085,0.0497301,0.0688869
Haushaltstyp,Paar 1 Kind,1997,0.0590673,0.0465837,0.0715508
Haushaltstyp,Paar 1 Kind,1998,0.0544618,0.0362359,0.0726878
Haushaltstyp,Paar 1 Kind,1999,0.0463063,0.0360685,0.0565441
Haushaltstyp,Paar 1 Kind,2000,0.0658083,0.0522832,0.0793334
Haushaltstyp,Paar 1 Kind,2001,0.0638711,0.0499321,0.0778101
Haushaltstyp,Paar 1 Kind,2002,0.0699769,0.0474333,0.0925206
Haushaltstyp,Paar 1 Kind,2003,0.0810641,0.0651649,0.0969634
Haushaltstyp,Paar 1 Kind,2004,0.0971508,0.0794398,0.1148619
Haushaltstyp,Paar 1 Kind,2005,0.1034915,0.0857226,0.1212604
Haushaltstyp,Paar 1 Kind,2006,0.0965718,0.0792305,0.1139132
Haushaltstyp,Paar 1 Kind,2007,0.0849509,0.0583546,0.1115473
Haushaltstyp,Paar 1 Kind,2008,0.0954042,0.0691514,0.121657
Haushaltstyp,Paar 1 Kind,2009,0.084997,0.0636093,0.1063847
Haushaltstyp,Paar 1 Kind,2010,0.0717466,0.0576026,0.0858906
Haushaltstyp,Paar 1 Kind,2011,0.0829828,0.0680729,0.0978927
Haushaltstyp,Paar 1 Kind,2012,0.0639635,0.0413286,0.0865985
Haushaltstyp,Paar 1 Kind,2013,0.0744627,0.0501857,0.0987397
Haushaltstyp,Paar 2 Kinder,1991,0.0473083,0.0389193,0.0556973
Haushaltstyp,Paar 2 Kinder,1992,0.0550837,0.0415751,0.0685923
Haushaltstyp,Paar 2 Kinder,1993,0.052877,0.0401903,0.0655638
Haushaltstyp,Paar 2 Kinder,1994,0.0815396,0.0586121,0.1044671
Haushaltstyp,Paar 2 Kinder,1995,0.0766657,0.0627612,0.0905702
Haushaltstyp,Paar 2 Kinder,1996,0.0602504,0.0475508,0.07295
Haushaltstyp,Paar 2 Kinder,1997,0.0691701,0.0519925,0.0863477
Haushaltstyp,Paar 2 Kinder,1998,0.064956,0.0475547,0.0823573
Haushaltstyp,Paar 2 Kinder,1999,0.0554694,0.0369503,0.0739884
Haushaltstyp,Paar 2 Kinder,2000,0.0656585,0.0505083,0.0808086
Haushaltstyp,Paar 2 Kinder,2001,0.0726814,0.0434852,0.1018776
Haushaltstyp,Paar 2 Kinder,2002,0.0786413,0.0572917,0.0999909
Haushaltstyp,Paar 2 Kinder,2003,0.0720657,0.0491228,0.0950086
Haushaltstyp,Paar 2 Kinder,2004,0.0869981,0.062228,0.1117683
Haushaltstyp,Paar 2 Kinder,2005,0.0698963,0.0483552,0.0914373
Haushaltstyp,Paar 2 Kinder,2006,0.0679561,0.0434127,0.0924995
Haushaltstyp,Paar 2 Kinder,2007,0.0630127,0.0507077,0.0753178
Haushaltstyp,Paar 2 Kinder,2008,0.0741006,0.0554921,0.0927092
Haushaltstyp,Paar 2 Kinder,2009,0.0596483,0.0491731,0.0701236
Haushaltstyp,Paar 2 Kinder,2010,0.0739706,0.0599773,0.0879639
Haushaltstyp,Paar 2 Kinder,2011,0.0904203,0.0699046,0.110936
Haushaltstyp,Paar 2 Kinder,2012,0.0863635,0.0742045,0.0985226
Haushaltstyp,Paar 2 Kinder,2013,0.0849172,0.0691009,0.1007335
Haushaltstyp,Paar 3+ Kinder,1991,0.1391606,0.1123381,0.1659831
Haushaltstyp,Paar 3+ Kinder,1992,0.1536508,0.1369794,0.1703223
Haushaltstyp,Paar 3+ Kinder,1993,0.1441227,0.1073701,0.1808754
Haushaltstyp,Paar 3+ Kinder,1994,0.2466678,0.1759586,0.317377
Haushaltstyp,Paar 3+ Kinder,1995,0.1783628,0.1339391,0.2227866
Haushaltstyp,Paar 3+ Kinder,1996,0.1579944,0.1170873,0.1989015
Haushaltstyp,Paar 3+ Kinder,1997,0.1293034,0.1029118,0.155695
Haushaltstyp,Paar 3+ Kinder,1998,0.1490071,0.1072047,0.1908095
Haushaltstyp,Paar 3+ Kinder,1999,0.1468859,0.1251799,0.1685919
Haushaltstyp,Paar 3+ Kinder,2000,0.1523867,0.1082241,0.1965492
Haushaltstyp,Paar 3+ Kinder,2001,0.1508193,0.1124183,0.1892202
Haushaltstyp,Paar 3+ Kinder,2002,0.1603187,0.1316968,0.18894
Haushaltstyp,Paar 3+ Kinder,2003,0.1680529,0.1201329,0.215973
Haushaltstyp,Paar 3+ Kinder,2004,0.1828266,0.1461478,0.2195054
Haushaltstyp,Paar 3+ Kinder,2005,0.1995306,0.1503392,0.248722
Haushaltstyp,Paar 3+ Kinder,2006,0.1660587,0.1082738,0.2238435
Haushaltstyp,Paar 3+ Kinder,2007,0.1897094,0.1260423,0.2533765
Haushaltstyp,Paar 3+ Kinder,2008,0.1722881,0.1308231,0.213753
Haushaltstyp,Paar 3+ Kinder,2009,0.1728335,0.1172053,0.2284617
Haushaltstyp,Paar 3+ Kinder,2010,0.1911715,0.1722306,0.2101124
Haushaltstyp,Paar 3+ Kinder,2011,0.1801096,0.1530038,0.2072153
Haushaltstyp,Paar 3+ Kinder,2012,0.2139117,0.1785619,0.2492615
Haushaltstyp,Paar 3+ Kinder,2013,0.2340528,0.1960801,0.2720255
Herkunftsland,Deutschland,1991,0.1100075,0.1036023,0.1164128
Herkunftsland,Deutschland,1992,0.1116567,0.1062048,0.1171086
Herkunftsland,Deutschland,1993,0.1049393,0.0979773,0.1119013
Herkunftsland,Deutschland,1994,0.1122808,0.1019131,0.1226486
Herkunftsland,Deutschland,1995,0.1042826,0.0976652,0.1109
Herkunftsland,Deutschland,1996,0.0957844,0.0882963,0.1032725
Herkunftsland,Deutschland,1997,0.0935455,0.0853049,0.101786
Herkunftsland,Deutschland,1998,0.0961397,0.0883462,0.1039333
Herkunftsland,Deutschland,1999,0.0969938,0.0905957,0.1033919
Herkunftsland,Deutschland,2000,0.1018008,0.0986008,0.1050009
Herkunftsland,Deutschland,2001,0.1095708,0.10249,0.1166517
Herkunftsland,Deutschland,2002,0.1145433,0.1090516,0.120035
Herkunftsland,Deutschland,2003,0.1152737,0.1109646,0.1195828
Herkunftsland,Deutschland,2004,0.1231352,0.1143322,0.1319382
Herkunftsland,Deutschland,2005,0.1269011,0.11751,0.1362923
Herkunftsland,Deutschland,2006,0.1227458,0.115276,0.1302156
Herkunftsland,Deutschland,2007,0.1252803,0.1192051,0.1313555
Herkunftsland,Deutschland,2008,0.1317292,0.1229649,0.1404935
Herkunftsland,Deutschland,2009,0.1350525,0.1274476,0.1426574
Herkunftsland,Deutschland,2010,0.1273504,0.1158834,0.1388173
Herkunftsland,Deutschland,2011,0.1286005,0.1207397,0.1364613
Herkunftsland,Deutschland,2012,0.1295576,0.1224635,0.1366516
Herkunftsland,Deutschland,2013,0.1362183,0.1271923,0.1452442
Herkunftsland,Anderes,1991,0.1509267,0.121634,0.1802195
Herkunftsland,Anderes,1992,0.1506512,0.1336108,0.1676917
Herkunftsland,Anderes,1993,0.1614894,0.1314106,0.1915683
Herkunftsland,Anderes,1994,0.2489009,0.2208751,0.2769266
Herkunftsland,Anderes,1995,0.2333917,0.2148795,0.2519039
Herkunftsland,Anderes,1996,0.2194544,0.194297,0.2446117
Herkunftsland,Anderes,1997,0.1916254,0.1562163,0.2270345
Herkunftsland,Anderes,1998,0.1835187,0.1442306,0.2228068
Herkunftsland,Anderes,1999,0.1908617,0.1546588,0.2270647
Herkunftsland,Anderes,2000,0.2409723,0.2158559,0.2660887
Herkunftsland,Anderes,2001,0.2431228,0.2211709,0.2650747
Herkunftsland,Anderes,2002,0.2587155,0.2395591,0.2778719
Herkunftsland,Anderes,2003,0.2595992,0.2308118,0.2883866
Herkunftsland,Anderes,2004,0.268277,0.2287537,0.3078002
Herkunftsland,Anderes,2005,0.2459794,0.2010967,0.2908622
Herkunftsland,Anderes,2006,0.2549606,0.2075545,0.3023666
Herkunftsland,Anderes,2007,0.2772813,0.2479963,0.3065662
Herkunftsland,Anderes,2008,0.2903886,0.2696485,0.3111287
Herkunftsland,Anderes,2009,0.2692856,0.2331826,0.3053887
Herkunftsland,Anderes,2010,0.2656144,0.2473585,0.2838703
Herkunftsland,Anderes,2011,0.2373339,0.2118706,0.2627972
Herkunftsland,Anderes,2012,0.2501786,0.2256201,0.2747371
Herkunftsland,Anderes,2013,0.2549107,0.2273737,0.2824477
Region,Westdeutsche Bundesländer,1991,0.0952118,0.0899688,0.1004548
Region,Westdeutsche Bundesländer,1992,0.10199,0.0955592,0.1084208
Region,Westdeutsche Bundesländer,1993,0.0945136,0.0865436,0.1024837
Region,Westdeutsche Bundesländer,1994,0.1210252,0.1068268,0.1352237
Region,Westdeutsche Bundesländer,1995,0.1118862,0.1034082,0.1203641
Region,Westdeutsche Bundesländer,1996,0.1033735,0.0922515,0.1144956
Region,Westdeutsche Bundesländer,1997,0.0973649,0.0884322,0.1062976
Region,Westdeutsche Bundesländer,1998,0.0975214,0.0893735,0.1056693
Region,Westdeutsche Bundesländer,1999,0.0978881,0.0887069,0.1070693
Region,Westdeutsche Bundesländer,2000,0.1109783,0.104686,0.1172705
Region,Westdeutsche Bundesländer,2001,0.116654,0.1070027,0.1263053
Region,Westdeutsche Bundesländer,2002,0.1253011,0.1151132,0.135489
Region,Westdeutsche Bundesländer,2003,0.1199071,0.1108749,0.1289393
Region,Westdeutsche Bundesländer,2004,0.1258011,0.1153781,0.1362242
Region,Westdeutsche Bundesländer,2005,0.124811,0.1136558,0.1359662
Region,Westdeutsche Bundesländer,2006,0.1251701,0.1150027,0.1353375
Region,Westdeutsche Bundesländer,2007,0.128795,0.1181846,0.1394054
Region,Westdeutsche Bundesländer,2008,0.1371406,0.1280158,0.1462654
Region,Westdeutsche Bundesländer,2009,0.1371004,0.1245912,0.1496097
Region,Westdeutsche Bundesländer,2010,0.1278985,0.1193482,0.1364488
Region,Westdeutsche Bundesländer,2011,0.1266817,0.1178945,0.1354689
Region,Westdeutsche Bundesländer,2012,0.1320213,0.122953,0.1410896
Region,Westdeutsche Bundesländer,2013,0.1407244,0.1318741,0.1495747
Region,Ostdeutsche Bundesländer,1991,0.1828198,0.1613232,0.2043163
Region,Ostdeutsche Bundesländer,1992,0.1667303,0.149741,0.1837197
Region,Ostdeutsche Bundesländer,1993,0.1717597,0.1573082,0.1862112
Region,Ostdeutsche Bundesländer,1994,0.1497337,0.1329117,0.1665557
Region,Ostdeutsche Bundesländer,1995,0.1425782,0.1214507,0.1637058
Region,Ostdeutsche Bundesländer,1996,0.1311733,0.1173416,0.145005
Region,Ostdeutsche Bundesländer,1997,0.1295854,0.1150244,0.1441464
Region,Ostdeutsche Bundesländer,1998,0.1380254,0.1206622,0.1553887
Region,Ostdeutsche Bundesländer,1999,0.1428405,0.1292483,0.1564327
Region,Ostdeutsche Bundesländer,2000,0.1417385,0.1293064,0.1541707
Region,Ostdeutsche Bundesländer,2001,0.1563514,0.1412094,0.1714933
Region,Ostdeutsche Bundesländer,2002,0.1520732,0.1396046,0.1645417
Region,Ostdeutsche Bundesländer,2003,0.1812825,0.1616455,0.2009196
Region,Ostdeutsche Bundesländer,2004,0.2000988,0.1763142,0.2238835
Region,Ostdeutsche Bundesländer,2005,0.208161,0.1755336,0.2407884
Region,Ostdeutsche Bundesländer,2006,0.1901255,0.1710029,0.2092481
Region,Ostdeutsche Bundesländer,2007,0.200724,0.1838775,0.2175704
Region,Ostdeutsche Bundesländer,2008,0.1986948,0.1877023,0.2096874
Region,Ostdeutsche Bundesländer,2009,0.2094556,0.183768,0.2351431
Region,Ostdeutsche Bundesländer,2010,0.2066002,0.1825802,0.2306202
Region,Ostdeutsche Bundesländer,2011,0.2107442,0.1921051,0.2293833
Region,Ostdeutsche Bundesländer,2012,0.2105428,0.1979308,0.2231549
Region,Ostdeutsche Bundesländer,2013,0.209464,0.1878415,0.2310865
Altersgruppen,unter 10 Jahre,1991,0.1334724,0.1076146,0.1593303
Altersgruppen,unter 10 Jahre,1992,0.1398476,0.1155587,0.1641366
Altersgruppen,unter 10 Jahre,1993,0.1308653,0.1036188,0.1581117
Altersgruppen,unter 10 Jahre,1994,0.1858345,0.16488,0.206789
Altersgruppen,unter 10 Jahre,1995,0.1570244,0.1169415,0.1971073
Altersgruppen,unter 10 Jahre,1996,0.1343878,0.113994,0.1547817
Altersgruppen,unter 10 Jahre,1997,0.1214434,0.0960792,0.1468075
Altersgruppen,unter 10 Jahre,1998,0.1440988,0.1185838,0.1696138
Altersgruppen,unter 10 Jahre,1999,0.1334681,0.1167732,0.1501629
Altersgruppen,unter 10 Jahre,2000,0.1519713,0.1350183,0.1689243
Altersgruppen,unter 10 Jahre,2001,0.1529963,0.1294924,0.1765002
Altersgruppen,unter 10 Jahre,2002,0.1702663,0.1432714,0.1972612
Altersgruppen,unter 10 Jahre,2003,0.1599316,0.1385944,0.1812688
Altersgruppen,unter 10 Jahre,2004,0.1790442,0.1417922,0.2162962
Altersgruppen,unter 10 Jahre,2005,0.157127,0.1378524,0.1764016
Altersgruppen,unter 10 Jahre,2006,0.1457102,0.1251926,0.1662278
Altersgruppen,unter 10 Jahre,2007,0.1478718,0.1264136,0.16933
Altersgruppen,unter 10 Jahre,2008,0.1563291,0.1238775,0.1887806
Altersgruppen,unter 10 Jahre,2009,0.1658502,0.1267983,0.2049022
Altersgruppen,unter 10 Jahre,2010,0.1811077,0.1720418,0.1901736
Altersgruppen,unter 10 Jahre,2011,0.177899,0.1609232,0.1948747
Altersgruppen,unter 10 Jahre,2012,0.1801637,0.1616669,0.1986604
Altersgruppen,unter 10 Jahre,2013,0.2160484,0.1993815,0.2327152
